5.855286370e-04 4.742266949e-04 2.607675100e-04 -2.180488213e-04 -2.830644415e-04 -3.679144537e-04 -4.740928796e-04 -4.772314686e-04 -5.038790758e-04 -5.206774049e-04 -5.366963731e-04 -5.482581042e-04 -5.671339506e-04 -5.732869779e-04 -5.790208459e-04 -5.824113378e-04 -5.899142233e-04 -5.874241686e-04 -5.902059133e-04 -5.925111981e-04 
4.742266949e-04 7.993755006e-04 5.708372802e-04 4.594786103e-05 -2.550970558e-05 -1.179900160e-04 -2.323812871e-04 -2.353322902e-04 -2.650808863e-04 -2.832555628e-04 -3.000312662e-04 -3.129143598e-04 -3.341463791e-04 -3.407111386e-04 -3.471175514e-04 -3.502754905e-04 -3.589041477e-04 -3.557161454e-04 -3.592427733e-04 -3.620330980e-04 
2.607675100e-04 5.708372802e-04 1.258834845e-03 5.299469505e-04 4.315731302e-04 2.975099431e-04 1.287344551e-04 1.208639515e-04 8.595015823e-05 5.879914591e-05 2.824707975e-05 1.637516576e-05 -1.268567887e-05 -2.578907037e-05 -3.326597508e-05 -4.466062258e-05 -5.312174942e-05 -5.416144906e-05 -5.344278556e-05 -5.498520447e-05 
-2.180488213e-04 4.594786103e-05 5.299469505e-04 1.592166996e-03 1.383987259e-03 1.127964956e-03 8.094178318e-04 7.920690836e-04 7.125850170e-04 6.584179596e-04 6.088548433e-04 5.605806252e-04 5.008282789e-04 4.760496734e-04 4.650362576e-04 4.623242971e-04 4.376742697e-04 4.454775905e-04 4.367344011e-04 4.257514589e-04 
-2.830644415e-04 -2.550970558e-05 4.315731302e-04 1.383987259e-03 1.404158186e-03 1.138112618e-03 8.097099112e-04 7.744656284e-04 7.338684961e-04 6.781977354e-04 6.050780549e-04 5.865943670e-04 5.326944395e-04 4.956554904e-04 4.929318294e-04 4.658425140e-04 4.575791677e-04 4.443575443e-04 4.572995022e-04 4.553050034e-04 
-3.679144537e-04 -1.179900160e-04 2.975099431e-04 1.127964956e-03 1.138112618e-03 1.179215963e-03 8.564679929e-04 8.199211470e-04 7.608884449e-04 7.041620062e-04 6.408998333e-04 5.920485653e-04 5.337056315e-04 4.974314899e-04 4.988207677e-04 4.938918864e-04 4.758404002e-04 4.746082253e-04 4.752538457e-04 4.649429301e-04 
-4.740928796e-04 -2.323812871e-04 1.287344551e-04 8.094178318e-04 8.097099112e-04 8.564679929e-04 8.484102304e-04 8.201938505e-04 7.603086836e-04 7.038798802e-04 6.379986671e-04 6.063076307e-04 5.480038319e-04 5.152363616e-04 5.087071609e-04 4.912514150e-04 4.752949145e-04 4.708159855e-04 4.747432528e-04 4.691205053e-04 
-4.772314686e-04 -2.353322902e-04 1.208639515e-04 7.920690836e-04 7.744656284e-04 8.199211470e-04 8.201938505e-04 8.497100903e-04 7.583620658e-04 7.021079708e-04 6.443940642e-04 6.030016870e-04 5.420910569e-04 5.142157105e-04 5.040453894e-04 4.942680629e-04 4.724828235e-04 4.753637595e-04 4.716812857e-04 4.629094902e-04 
-5.038790758e-04 -2.650808863e-04 8.595015823e-05 7.125850170e-04 7.338684961e-04 7.608884449e-04 7.603086836e-04 7.583620658e-04 7.710748342e-04 7.136875900e-04 6.475618117e-04 6.088721520e-04 5.503892554e-04 5.153200084e-04 5.125646448e-04 4.998768798e-04 4.833004365e-04 4.794614850e-04 4.826740220e-04 4.752620026e-04 
-5.206774049e-04 -2.832555628e-04 5.879914591e-05 6.584179596e-04 6.781977354e-04 7.041620062e-04 7.038798802e-04 7.021079708e-04 7.136875900e-04 7.354165174e-04 6.737662622e-04 6.191682259e-04 5.582810953e-04 5.225965877e-04 5.224442684e-04 5.210687715e-04 4.997563603e-04 5.015428950e-04 4.990198594e-04 4.870520012e-04 
-5.366963731e-04 -3.000312662e-04 2.824707975e-05 6.088548433e-04 6.050780549e-04 6.408998333e-04 6.379986671e-04 6.443940642e-04 6.475618117e-04 6.737662622e-04 6.808299485e-04 6.339531476e-04 5.687577317e-04 5.458797955e-04 5.285523705e-04 5.221669691e-04 4.944007229e-04 5.042918231e-04 4.933107024e-04 4.829091658e-04 
-5.482581042e-04 -3.129143598e-04 1.637516576e-05 5.605806252e-04 5.865943670e-04 5.920485653e-04 6.063076307e-04 6.030016870e-04 6.088721520e-04 6.191682259e-04 6.339531476e-04 6.487832164e-04 5.836355495e-04 5.519394600e-04 5.467146911e-04 5.474286293e-04 5.220743922e-04 5.286997319e-04 5.211681600e-04 5.078885821e-04 
-5.671339506e-04 -3.341463791e-04 -1.268567887e-05 5.008282789e-04 5.326944395e-04 5.337056315e-04 5.480038319e-04 5.420910569e-04 5.503892554e-04 5.582810953e-04 5.687577317e-04 5.836355495e-04 5.959700194e-04 5.552753245e-04 5.563783007e-04 5.425223931e-04 5.279141807e-04 5.210036977e-04 5.274563910e-04 5.197978469e-04 
-5.732869779e-04 -3.407111386e-04 -2.578907037e-05 4.760496734e-04 4.956554904e-04 4.974314899e-04 5.152363616e-04 5.142157105e-04 5.153200084e-04 5.225965877e-04 5.458797955e-04 5.519394600e-04 5.552753245e-04 5.701431896e-04 5.519450985e-04 5.459296197e-04 5.165026058e-04 5.279274653e-04 5.153492896e-04 5.043018793e-04 
-5.790208459e-04 -3.471175514e-04 -3.326597508e-05 4.650362576e-04 4.929318294e-04 4.988207677e-04 5.087071609e-04 5.040453894e-04 5.125646448e-04 5.224442684e-04 5.285523705e-04 5.467146911e-04 5.563783007e-04 5.519450985e-04 5.534668398e-04 5.468798790e-04 5.175151538e-04 5.288336944e-04 5.163632063e-04 5.054465023e-04 
-5.824113378e-04 -3.502754905e-04 -4.466062258e-05 4.623242971e-04 4.658425140e-04 4.938918864e-04 4.912514150e-04 4.942680629e-04 4.998768798e-04 5.210687715e-04 5.221669691e-04 5.474286293e-04 5.425223931e-04 5.459296197e-04 5.468798790e-04 5.433233022e-04 5.171855838e-04 5.242578344e-04 5.161589500e-04 5.082049165e-04 
-5.899142233e-04 -3.589041477e-04 -5.312174942e-05 4.376742697e-04 4.575791677e-04 4.758404002e-04 4.752949145e-04 4.724828235e-04 4.833004365e-04 4.997563603e-04 4.944007229e-04 5.220743922e-04 5.279141807e-04 5.165026058e-04 5.175151538e-04 5.171855838e-04 5.505424609e-04 5.362056853e-04 5.502470682e-04 5.483521594e-04 
-5.874241686e-04 -3.557161454e-04 -5.416144906e-05 4.454775905e-04 4.443575443e-04 4.746082253e-04 4.708159855e-04 4.753637595e-04 4.794614850e-04 5.015428950e-04 5.042918231e-04 5.286997319e-04 5.210036977e-04 5.279274653e-04 5.288336944e-04 5.242578344e-04 5.362056853e-04 5.565356525e-04 5.693149775e-04 5.661535860e-04 
-5.902059133e-04 -3.592427733e-04 -5.344278556e-05 4.367344011e-04 4.572995022e-04 4.752538457e-04 4.747432528e-04 4.716812857e-04 4.826740220e-04 4.990198594e-04 4.933107024e-04 5.211681600e-04 5.274563910e-04 5.153492896e-04 5.163632063e-04 5.161589500e-04 5.502470682e-04 5.693149775e-04 5.773426746e-04 5.710303709e-04 
-5.925111981e-04 -3.620330980e-04 -5.498520447e-05 4.257514589e-04 4.553050034e-04 4.649429301e-04 4.691205053e-04 4.629094902e-04 4.752620026e-04 4.870520012e-04 4.829091658e-04 5.078885821e-04 5.197978469e-04 5.043018793e-04 5.054465023e-04 5.082049165e-04 5.483521594e-04 5.661535860e-04 5.710303709e-04 6.272838197e-04 
