1.338544784e-04 -1.239591225e-05 6.313255137e-05 5.237891923e-05 9.818578440e-06 1.525776613e-05 2.840768273e-05 -1.093716423e-05 -1.238000864e-05 2.090672808e-05 
-1.239591225e-05 4.185225593e-04 -1.129137095e-05 -1.312106008e-05 -1.432707535e-05 -1.411268261e-05 -1.421292964e-05 3.793661649e-05 2.320751761e-04 -9.704396013e-06 
6.313255137e-05 -1.129137095e-05 1.264845748e-04 2.933396425e-05 3.610289167e-06 5.211928279e-06 1.405611573e-05 -1.103727842e-05 -1.111098267e-05 3.214108575e-05 
5.237891923e-05 -1.312106008e-05 2.933396425e-05 1.472280698e-04 2.801968728e-05 3.113404587e-05 6.381596631e-05 -1.087294497e-05 -1.296789253e-05 7.948637131e-06 
9.818578440e-06 -1.432707535e-05 3.610289167e-06 2.801968728e-05 1.791325498e-04 1.070399231e-04 5.930397975e-05 -4.322157220e-06 -1.497942121e-05 -2.927024503e-06 
1.525776613e-05 -1.411268261e-05 5.211928279e-06 3.113404587e-05 1.070399231e-04 1.740718834e-04 7.003521545e-05 -5.669917658e-06 -1.435243555e-05 -1.494508992e-06 
2.840768273e-05 -1.421292964e-05 1.405611573e-05 6.381596631e-05 5.930397975e-05 7.003521545e-05 1.601120147e-04 -8.915647015e-06 -1.424626151e-05 1.901643063e-06 
-1.093716423e-05 3.793661649e-05 -1.103727842e-05 -1.087294497e-05 -4.322157220e-06 -5.669917658e-06 -8.915647015e-06 3.061044669e-04 2.596379277e-05 -9.856397257e-06 
-1.238000864e-05 2.320751761e-04 -1.111098267e-05 -1.296789253e-05 -1.497942121e-05 -1.435243555e-05 -1.424626151e-05 2.596379277e-05 4.479323960e-04 -9.586511810e-06 
2.090672808e-05 -9.704396013e-06 3.214108575e-05 7.948637131e-06 -2.927024503e-06 -1.494508992e-06 1.901643063e-06 -9.856397257e-06 -9.586511810e-06 1.117408820e-04 
