1.950312959e-03 1.664332023e-03 1.048951449e-03 9.266429311e-04 8.472784817e-04 5.988414012e-04 5.929353321e-04 4.664424536e-04 3.701436211e-04 3.732969191e-04 3.147501826e-04 3.187253831e-04 3.059786221e-04 2.227848839e-04 1.341851833e-04 1.259247377e-04 1.318948589e-04 1.065061774e-04 9.317903805e-05 8.795320877e-05 5.884572712e-05 6.538652265e-05 6.114772865e-05 4.743226599e-05 4.987260041e-05 4.566808043e-05 7.191072715e-06 -1.109916976e-06 -6.455252889e-06 -1.089163218e-06 -8.925940193e-06 -2.339335467e-05 -2.390204800e-05 -2.722994463e-05 -2.322099315e-05 -2.898951773e-05 -2.405262236e-05 -2.522314646e-05 -2.882289866e-05 -2.996366571e-05 -3.011275154e-05 -3.105082451e-05 -2.891697988e-05 -2.952477618e-05 -3.205153814e-05 -3.441815115e-05 -3.119433904e-05 -3.463330970e-05 -3.323311174e-05 -3.503169769e-05 -3.716239003e-05 -3.722811236e-05 -3.696438563e-05 -3.643734671e-05 -3.932343155e-05 -4.193750430e-05 -3.821616854e-05 -4.109319640e-05 -3.932690835e-05 -3.883323383e-05 -4.140949560e-05 -4.379841975e-05 -4.287802088e-05 -3.976079314e-05 -4.123142967e-05 -4.023865676e-05 -4.236045348e-05 -4.488676197e-05 -4.472680830e-05 -4.498781235e-05 -4.453243069e-05 -4.493258016e-05 -4.488873601e-05 -4.613817344e-05 -4.567861825e-05 -4.622475629e-05 -4.195532800e-05 -4.589287201e-05 -4.505582484e-05 -4.651943079e-05 -4.597965053e-05 -4.656055506e-05 -4.558781771e-05 -4.387961382e-05 -4.653572843e-05 -4.745183934e-05 -4.763384866e-05 -4.753566054e-05 -4.753566054e-05 -4.743690404e-05 -4.986833406e-05 -4.947247187e-05 -4.891317591e-05 -4.821446863e-05 -5.219199233e-05 -5.346569011e-05 -5.388471996e-05 -5.277541075e-05 -5.074063098e-05 -5.285278930e-05 -5.398761171e-05 -5.485230959e-05 -5.295415590e-05 -5.214664628e-05 -5.369545635e-05 -5.433258868e-05 -5.528516806e-05 -5.513842867e-05 -5.373912720e-05 -5.621737119e-05 -5.697252434e-05 -5.627677064e-05 -5.764196392e-05 -5.583082445e-05 -5.561290091e-05 -5.592667174e-05 -5.734976676e-05 
1.664332023e-03 1.927327930e-03 1.095008583e-03 9.653486830e-04 8.720495140e-04 6.180408407e-04 6.115210071e-04 4.802080794e-04 3.858306610e-04 3.819689443e-04 3.255871131e-04 3.261497469e-04 3.122854102e-04 2.265601377e-04 1.372578321e-04 1.294469397e-04 1.346073966e-04 1.088493911e-04 9.551794259e-05 8.989276068e-05 6.147756364e-05 6.667083374e-05 6.257923592e-05 4.984106909e-05 5.223236152e-05 4.821893145e-05 8.898079549e-06 -5.986665148e-07 -5.252497969e-06 -6.268456770e-07 -7.795160604e-06 -2.230999104e-05 -2.403986960e-05 -2.615288173e-05 -2.357662031e-05 -2.798595741e-05 -2.416946690e-05 -2.525533131e-05 -2.850923646e-05 -2.956972929e-05 -2.932544688e-05 -3.009978427e-05 -2.907018206e-05 -2.958620887e-05 -3.169891621e-05 -3.364477089e-05 -3.139390422e-05 -3.386967946e-05 -3.248353081e-05 -3.429047550e-05 -3.687249433e-05 -3.660478568e-05 -3.671973077e-05 -3.641033615e-05 -3.897082590e-05 -4.095517309e-05 -3.834058156e-05 -4.062485995e-05 -3.935439925e-05 -3.874565080e-05 -4.104409285e-05 -4.268219377e-05 -4.226673335e-05 -3.987488652e-05 -4.120671637e-05 -4.019473569e-05 -4.213383714e-05 -4.423140361e-05 -4.414164492e-05 -4.434710848e-05 -4.416726768e-05 -4.451671781e-05 -4.448922923e-05 -4.532319970e-05 -4.503151391e-05 -4.544133143e-05 -4.204658251e-05 -4.536745901e-05 -4.479564612e-05 -4.588634962e-05 -4.558177070e-05 -4.589727017e-05 -4.533971432e-05 -4.392573491e-05 -4.618274815e-05 -4.705318176e-05 -4.725338499e-05 -4.708962383e-05 -4.708962383e-05 -4.703066795e-05 -4.891719962e-05 -4.884423107e-05 -4.839662430e-05 -4.786383662e-05 -5.160105362e-05 -5.277755615e-05 -5.318723129e-05 -5.243232012e-05 -5.079238595e-05 -5.266443668e-05 -5.363643854e-05 -5.428497459e-05 -5.285548928e-05 -5.221145007e-05 -5.359313541e-05 -5.409539761e-05 -5.467219359e-05 -5.488563845e-05 -5.371366366e-05 -5.563650667e-05 -5.645362480e-05 -5.612504802e-05 -5.706717146e-05 -5.584243230e-05 -5.566947480e-05 -5.581265386e-05 -5.683033593e-05 
1.048951449e-03 1.095008583e-03 1.790226683e-03 1.239326990e-03 1.188198458e-03 7.744017384e-04 7.666645604e-04 6.055665269e-04 5.009146218e-04 4.739261456e-04 4.240938463e-04 4.136289702e-04 3.912477988e-04 2.835374902e-04 1.800751188e-04 1.723634779e-04 1.712431419e-04 1.426426159e-04 1.304721669e-04 1.228063266e-04 9.118748374e-05 9.404205051e-05 9.114005151e-05 7.758156447e-05 8.249887951e-05 7.808757443e-05 2.655272587e-05 1.265929860e-05 1.038070117e-05 1.182028523e-05 8.007176098e-06 -1.000664046e-05 -1.566671054e-05 -1.400731934e-05 -1.581909308e-05 -1.643293651e-05 -1.494736445e-05 -1.601243938e-05 -1.914893428e-05 -2.042620411e-05 -1.867259641e-05 -1.916347534e-05 -2.102174585e-05 -2.132327449e-05 -2.260529122e-05 -2.401734049e-05 -2.423748415e-05 -2.433669221e-05 -2.246004934e-05 -2.482980648e-05 -2.998599931e-05 -2.801317185e-05 -3.068641534e-05 -2.950260188e-05 -3.214143673e-05 -3.310920958e-05 -3.309460729e-05 -3.445395840e-05 -3.402640065e-05 -3.367518347e-05 -3.530625459e-05 -3.511914574e-05 -3.602686050e-05 -3.492399448e-05 -3.577475210e-05 -3.386920665e-05 -3.578790166e-05 -3.781761266e-05 -3.816379463e-05 -3.832445961e-05 -3.839113097e-05 -3.859013453e-05 -3.832285687e-05 -3.890645662e-05 -3.906419327e-05 -3.910243308e-05 -3.661725166e-05 -3.936745743e-05 -3.915103380e-05 -3.950552420e-05 -3.966931612e-05 -4.004283829e-05 -4.011487382e-05 -3.891061376e-05 -4.018230630e-05 -4.115867436e-05 -4.144564103e-05 -4.177003256e-05 -4.177003256e-05 -4.180619867e-05 -4.224873049e-05 -4.258562389e-05 -4.217379212e-05 -4.195172327e-05 -4.541238305e-05 -4.716202943e-05 -4.708502396e-05 -4.774761366e-05 -4.625708293e-05 -4.806819555e-05 -4.846167669e-05 -4.853681527e-05 -4.804149677e-05 -4.786295853e-05 -4.941471545e-05 -4.920432079e-05 -4.890830349e-05 -5.053650706e-05 -4.939692946e-05 -5.027419627e-05 -5.160979735e-05 -5.225976362e-05 -5.273616479e-05 -5.298412575e-05 -5.296003740e-05 -5.250360550e-05 -5.325402539e-05 
9.266429311e-04 9.653486830e-04 1.239326990e-03 1.751446098e-03 1.353952734e-03 8.050838241e-04 8.030597462e-04 6.478001978e-04 5.315805795e-04 5.142983390e-04 4.443433339e-04 4.491442075e-04 4.293756545e-04 3.141428825e-04 2.014227373e-04 1.910847841e-04 2.004818191e-04 1.668108721e-04 1.474498184e-04 1.402201461e-04 1.043909903e-04 1.107935976e-04 1.041166319e-04 8.911278059e-05 8.898880159e-05 8.367369205e-05 3.639338495e-05 2.369775111e-05 1.634628840e-05 2.382305478e-05 1.184528592e-05 -6.494750315e-06 -8.547561936e-06 -1.312119222e-05 -8.007890455e-06 -1.521882450e-05 -1.003492516e-05 -1.138735197e-05 -1.514348299e-05 -1.627277507e-05 -1.691304221e-05 -1.805227424e-05 -1.656926086e-05 -1.727556387e-05 -2.031233247e-05 -2.272066791e-05 -1.905936348e-05 -2.296753701e-05 -2.180667017e-05 -2.354997290e-05 -2.569916615e-05 -2.647847047e-05 -2.511122176e-05 -2.592574566e-05 -2.873108702e-05 -3.150656283e-05 -2.758433098e-05 -3.045223495e-05 -2.885571704e-05 -2.773209376e-05 -3.086821479e-05 -3.395093135e-05 -3.260319165e-05 -2.945781210e-05 -3.135183083e-05 -3.093803902e-05 -3.316354755e-05 -3.530095137e-05 -3.486468539e-05 -3.509737314e-05 -3.505683501e-05 -3.557677805e-05 -3.577816686e-05 -3.646656042e-05 -3.591402998e-05 -3.657683086e-05 -3.271772145e-05 -3.652952125e-05 -3.586995671e-05 -3.737556776e-05 -3.691551871e-05 -3.695345125e-05 -3.614289948e-05 -3.461272857e-05 -3.775134696e-05 -3.860840957e-05 -3.881073052e-05 -3.809283401e-05 -3.809283401e-05 -3.797041788e-05 -4.081130112e-05 -4.076952638e-05 -4.033814494e-05 -3.963292002e-05 -4.408015035e-05 -4.490960483e-05 -4.586287892e-05 -4.426266518e-05 -4.278421941e-05 -4.475002640e-05 -4.631678181e-05 -4.753975290e-05 -4.567767655e-05 -4.486413373e-05 -4.606156268e-05 -4.712503635e-05 -4.809750515e-05 -4.776995505e-05 -4.687193825e-05 -4.933445167e-05 -5.067940751e-05 -5.047164956e-05 -5.198890443e-05 -5.040196077e-05 -5.038635881e-05 -5.154473080e-05 -5.253287339e-05 
8.472784817e-04 8.720495140e-04 1.188198458e-03 1.353952734e-03 1.713277438e-03 8.737540577e-04 8.705049442e-04 6.941667131e-04 5.745365655e-04 5.485956841e-04 4.801205699e-04 4.775789029e-04 4.557226785e-04 3.324933420e-04 2.139659021e-04 2.039131863e-04 2.114159363e-04 1.763551861e-04 1.573198703e-04 1.492247192e-04 1.131217335e-04 1.180114511e-04 1.119673740e-04 9.727130849e-05 9.827237878e-05 9.302631783e-05 4.163640322e-05 2.695085422e-05 2.086234101e-05 2.681474168e-05 1.646875297e-05 -2.899885568e-06 -6.903243932e-06 -9.392821057e-06 -6.657372272e-06 -1.171311804e-05 -8.029835671e-06 -9.319501330e-06 -1.282774606e-05 -1.398117938e-05 -1.382420772e-05 -1.474112296e-05 -1.490007521e-05 -1.547472739e-05 -1.795564324e-05 -1.991787678e-05 -1.770588427e-05 -2.020096703e-05 -1.886615173e-05 -2.080485529e-05 -2.411717946e-05 -2.409400351e-05 -2.386733415e-05 -2.448942235e-05 -2.712014065e-05 -2.916155377e-05 -2.681776963e-05 -2.902206704e-05 -2.800319148e-05 -2.691040452e-05 -2.965193767e-05 -3.129306636e-05 -3.106845876e-05 -2.880332170e-05 -3.043784640e-05 -2.971785330e-05 -3.181991659e-05 -3.368055582e-05 -3.345139379e-05 -3.364365067e-05 -3.384688977e-05 -3.428442089e-05 -3.440795847e-05 -3.476826098e-05 -3.447547823e-05 -3.492391477e-05 -3.190739524e-05 -3.514259357e-05 -3.476980790e-05 -3.578998499e-05 -3.563995271e-05 -3.552382501e-05 -3.519802451e-05 -3.369108672e-05 -3.647128534e-05 -3.734599836e-05 -3.758089631e-05 -3.699668750e-05 -3.699668750e-05 -3.693960960e-05 -3.894090861e-05 -3.922271701e-05 -3.886872551e-05 -3.837147030e-05 -4.247902494e-05 -4.345054589e-05 -4.418487732e-05 -4.326323495e-05 -4.201355862e-05 -4.383163889e-05 -4.508766558e-05 -4.593387234e-05 -4.452271475e-05 -4.405217751e-05 -4.523430950e-05 -4.593736766e-05 -4.643722368e-05 -4.676949488e-05 -4.596631195e-05 -4.777642136e-05 -4.924560093e-05 -4.950856996e-05 -5.060899945e-05 -4.981007459e-05 -4.985157460e-05 -5.066858894e-05 -5.137348072e-05 
5.988414012e-04 6.180408407e-04 7.744017384e-04 8.050838241e-04 8.737540577e-04 1.567963081e-03 1.433300753e-03 8.776385502e-04 7.371241198e-04 7.119097635e-04 6.495466376e-04 6.475902851e-04 5.953382795e-04 4.234470434e-04 2.923905447e-04 2.861132621e-04 2.786445079e-04 2.375091935e-04 2.188098866e-04 2.041836773e-04 1.701047242e-04 1.614602266e-04 1.573379421e-04 1.500232467e-04 1.502882207e-04 1.452806553e-04 7.795090714e-05 5.104267024e-05 5.087094700e-05 4.956687719e-05 4.511405670e-05 2.089586521e-05 5.519755487e-06 1.258050784e-05 3.787403728e-06 9.444783433e-06 4.639166699e-06 3.895648947e-06 2.762304273e-06 1.920886918e-06 5.168233448e-06 5.280414851e-06 -4.064609849e-06 -3.885204808e-06 -3.400033125e-06 -2.625625882e-06 -7.868176679e-06 -3.047113172e-06 -1.697800460e-06 -3.858387217e-06 -1.189307546e-05 -8.971118793e-06 -1.289673400e-05 -1.450259701e-05 -1.523107894e-05 -1.351855527e-05 -1.970707251e-05 -1.762448566e-05 -2.035388517e-05 -1.882870908e-05 -1.949414848e-05 -1.594258356e-05 -1.933932149e-05 -2.255822385e-05 -2.295008731e-05 -2.190861378e-05 -2.288106296e-05 -2.222041106e-05 -2.278854427e-05 -2.274121650e-05 -2.476225151e-05 -2.489599143e-05 -2.503782754e-05 -2.290856696e-05 -2.386453937e-05 -2.332649070e-05 -2.642844892e-05 -2.522159038e-05 -2.685444335e-05 -2.513340979e-05 -2.684321107e-05 -2.518249520e-05 -2.789225663e-05 -2.886571754e-05 -2.829662630e-05 -2.903334470e-05 -2.954320207e-05 -2.891065046e-05 -2.891065046e-05 -2.923826125e-05 -2.731396813e-05 -2.965655299e-05 -3.001575991e-05 -3.076713908e-05 -3.366850222e-05 -3.452577713e-05 -3.484688556e-05 -3.674360463e-05 -3.776778898e-05 -3.811174872e-05 -3.814834771e-05 -3.738790345e-05 -3.906392155e-05 -3.962496494e-05 -4.001999727e-05 -3.956065607e-05 -3.760703322e-05 -4.055814865e-05 -4.089065206e-05 -3.927031230e-05 -4.122347159e-05 -4.372733582e-05 -4.261105977e-05 -4.534029825e-05 -4.571157114e-05 -4.544125778e-05 -4.421830195e-05 
5.929353321e-04 6.115210071e-04 7.666645604e-04 8.030597462e-04 8.705049442e-04 1.433300753e-03 1.564156533e-03 9.140874060e-04 7.411243698e-04 7.188582102e-04 6.590685519e-04 6.475249302e-04 5.940322421e-04 4.242952175e-04 2.933164069e-04 2.870793341e-04 2.853610807e-04 2.419788935e-04 2.192687519e-04 2.045257742e-04 1.714263979e-04 1.624595082e-04 1.563413100e-04 1.508785639e-04 1.480218574e-04 1.430999071e-04 7.992732858e-05 5.300547913e-05 5.098395846e-05 5.210492302e-05 4.412005652e-05 2.075485898e-05 6.065979350e-06 1.128087562e-05 4.490861057e-06 8.395004169e-06 3.885840297e-06 3.152751813e-06 2.351365203e-06 1.788676245e-06 4.198753150e-06 4.258916119e-06 -4.727129902e-06 -4.628024882e-06 -4.428932832e-06 -3.527616218e-06 -7.976159947e-06 -3.909135908e-06 -3.014433160e-06 -4.749870491e-06 -1.147036788e-05 -9.713475900e-06 -1.175218422e-05 -1.489258082e-05 -1.510939765e-05 -1.347600969e-05 -1.899172795e-05 -1.691032353e-05 -1.965998058e-05 -1.753927119e-05 -1.862929669e-05 -1.571260625e-05 -1.870896352e-05 -2.178380154e-05 -2.254218902e-05 -2.249249351e-05 -2.327227051e-05 -2.197116601e-05 -2.218214395e-05 -2.209302610e-05 -2.444179085e-05 -2.468535566e-05 -2.513686056e-05 -2.247228371e-05 -2.325125230e-05 -2.287667710e-05 -2.655801232e-05 -2.493340958e-05 -2.671316805e-05 -2.509212459e-05 -2.678782722e-05 -2.460825199e-05 -2.732768865e-05 -2.861207546e-05 -2.850995268e-05 -2.908815374e-05 -2.956356190e-05 -2.822590818e-05 -2.822590818e-05 -2.851061916e-05 -2.719793274e-05 -2.975921308e-05 -3.029240579e-05 -3.103032870e-05 -3.403812428e-05 -3.418124591e-05 -3.505139330e-05 -3.612030344e-05 -3.767636132e-05 -3.778515089e-05 -3.821144836e-05 -3.775637077e-05 -3.927897442e-05 -3.966426558e-05 -3.960113705e-05 -3.968447951e-05 -3.797937663e-05 -4.021508652e-05 -4.097060573e-05 -3.963193550e-05 -4.138270485e-05 -4.375743911e-05 -4.261709899e-05 -4.497868292e-05 -4.537887022e-05 -4.569332907e-05 -4.411061028e-05 
4.664424536e-04 4.802080794e-04 6.055665269e-04 6.478001978e-04 6.941667131e-04 8.776385502e-04 9.140874060e-04 1.480194846e-03 8.038225723e-04 8.285092356e-04 8.109458851e-04 8.004006214e-04 7.454095352e-04 5.316581685e-04 3.662168910e-04 3.546759501e-04 3.620673939e-04 3.132009080e-04 2.748393350e-04 2.593182934e-04 2.171605541e-04 2.119869108e-04 1.948720649e-04 1.911250780e-04 1.716002619e-04 1.652570831e-04 1.117049070e-04 8.341426934e-05 7.175789010e-05 8.405869536e-05 5.875894768e-05 3.437227491e-05 2.375671298e-05 1.750240902e-05 2.306404777e-05 1.534160325e-05 1.559329733e-05 1.445699768e-05 1.364863751e-05 1.383918690e-05 1.151403926e-05 1.069050779e-05 5.585805853e-06 4.994065074e-06 2.236417084e-06 2.502713873e-06 4.158236766e-06 2.281863704e-06 1.074867009e-06 1.183600230e-06 2.711210502e-07 -3.721333023e-06 2.668248018e-06 -6.221254722e-06 -5.481921670e-06 -6.011521811e-06 -6.265987990e-06 -5.739865137e-06 -7.471819870e-06 -3.298802764e-06 -6.947155055e-06 -8.331049555e-06 -8.669028732e-06 -9.418887528e-06 -1.219428507e-05 -1.620726786e-05 -1.696150581e-05 -1.418994980e-05 -1.285316078e-05 -1.280160767e-05 -1.585851970e-05 -1.675608730e-05 -1.850564548e-05 -1.456326262e-05 -1.426064328e-05 -1.489891000e-05 -1.860527239e-05 -1.713781872e-05 -1.889824765e-05 -1.868385203e-05 -1.984052386e-05 -1.607121169e-05 -1.798665000e-05 -1.964165665e-05 -2.284035071e-05 -2.297494583e-05 -2.333858959e-05 -1.924543918e-05 -1.924543918e-05 -1.929322462e-05 -2.187539080e-05 -2.477678206e-05 -2.577015935e-05 -2.597861218e-05 -3.077977524e-05 -2.818600404e-05 -3.153896795e-05 -2.825665138e-05 -3.112267509e-05 -3.078465917e-05 -3.353325634e-05 -3.500327737e-05 -3.476260236e-05 -3.403116434e-05 -3.257076456e-05 -3.523729974e-05 -3.540126367e-05 -3.400927879e-05 -3.599478057e-05 -3.646709156e-05 -3.819052296e-05 -3.951480595e-05 -3.926358375e-05 -3.921446779e-05 -3.970014503e-05 -4.296748803e-05 -4.073903767e-05 
3.701436211e-04 3.858306610e-04 5.009146218e-04 5.315805795e-04 5.745365655e-04 7.371241198e-04 7.411243698e-04 8.038225723e-04 1.426243253e-03 7.463478142e-04 8.636241853e-04 8.115830033e-04 7.355536744e-04 5.608614030e-04 4.260245641e-04 4.091559349e-04 4.055465369e-04 3.526472246e-04 3.251687527e-04 3.101651627e-04 2.435601951e-04 2.547665735e-04 2.452054137e-04 2.165880809e-04 2.210411463e-04 2.119331785e-04 1.178749668e-04 9.564549831e-05 8.671589225e-05 9.394993599e-05 8.052891594e-05 4.420195798e-05 3.813247129e-05 3.342671392e-05 3.819873570e-05 2.918207230e-05 3.715242888e-05 3.491072998e-05 2.814591795e-05 2.556662031e-05 2.584365382e-05 2.370150298e-05 2.463400977e-05 2.366590133e-05 1.896829360e-05 1.454830116e-05 1.921742605e-05 1.402376325e-05 1.648626290e-05 1.290517444e-05 6.031435360e-06 6.977909984e-06 4.779588260e-06 6.867947872e-06 8.733478456e-07 -4.779893968e-06 8.538213952e-07 -4.317872372e-06 -1.394922250e-06 -1.263866464e-06 -5.665533931e-06 -9.722044858e-06 -8.397367385e-06 -3.108008694e-06 -5.407795145e-06 -3.017658967e-06 -7.053248724e-06 -1.247533406e-05 -1.273181756e-05 -1.335197709e-05 -1.209438048e-05 -1.277882082e-05 -1.243118830e-05 -1.548572996e-05 -1.482603773e-05 -1.570157271e-05 -7.411017503e-06 -1.485025565e-05 -1.320955636e-05 -1.582681273e-05 -1.487854084e-05 -1.661113303e-05 -1.481359605e-05 -1.149676748e-05 -1.581424901e-05 -1.770210912e-05 -1.807317474e-05 -1.869037093e-05 -1.869037093e-05 -1.855304599e-05 -2.242264276e-05 -2.135244601e-05 -2.013524784e-05 -1.888468117e-05 -2.550846878e-05 -2.847206412e-05 -2.852497730e-05 -2.751951668e-05 -2.358346827e-05 -2.734846451e-05 -2.883562151e-05 -3.012090775e-05 -2.726347213e-05 -2.631272381e-05 -2.916206832e-05 -2.961924286e-05 -3.095967417e-05 -3.166668055e-05 -2.925540820e-05 -3.302345496e-05 -3.529585030e-05 -3.527400969e-05 -3.834209497e-05 -3.676493811e-05 -3.688455151e-05 -3.814116374e-05 -4.086726888e-05 
3.732969191e-04 3.819689443e-04 4.739261456e-04 5.142983390e-04 5.485956841e-04 7.119097635e-04 7.188582102e-04 8.285092356e-04 7.463478142e-04 1.400872579e-03 7.765744324e-04 9.241889551e-04 9.468571607e-04 6.294156034e-04 4.437649409e-04 4.345460386e-04 4.239945644e-04 3.650186758e-04 3.354775059e-04 3.130351374e-04 2.667618260e-04 2.512326963e-04 2.438154240e-04 2.376682334e-04 2.323885591e-04 2.254085955e-04 1.371644840e-04 9.877912492e-05 9.827008386e-05 9.681224513e-05 8.883147556e-05 5.583959054e-05 3.301849234e-05 4.200632140e-05 3.008949386e-05 3.801687346e-05 3.011839319e-05 2.932739539e-05 2.895888608e-05 2.822176254e-05 3.199258415e-05 3.209629301e-05 1.784705623e-05 1.821780607e-05 1.917456015e-05 2.092268186e-05 1.317027707e-05 2.038827500e-05 2.130951781e-05 1.916254662e-05 8.945337834e-06 1.201732857e-05 7.739734411e-06 3.858615678e-06 3.923644561e-06 6.453885315e-06 -2.910969197e-06 9.000461776e-07 -3.644163146e-06 -1.117390826e-06 -1.867868179e-06 2.900525778e-06 -1.611840693e-06 -7.080966610e-06 -7.543561735e-06 -7.375444358e-06 -8.085930561e-06 -6.055729380e-06 -6.739898465e-06 -6.661369275e-06 -9.885146482e-06 -1.012935645e-05 -1.065708876e-05 -7.032249002e-06 -8.336212390e-06 -7.633250508e-06 -1.371727121e-05 -1.048725640e-05 -1.324083161e-05 -1.053344929e-05 -1.317160459e-05 -1.028955547e-05 -1.450094279e-05 -1.678690890e-05 -1.571540944e-05 -1.649594176e-05 -1.724841019e-05 -1.583518227e-05 -1.583518227e-05 -1.633813667e-05 -1.372359003e-05 -1.729781200e-05 -1.811348581e-05 -1.938429394e-05 -2.310603999e-05 -2.342683427e-05 -2.423902130e-05 -2.650935837e-05 -2.904777597e-05 -2.872518796e-05 -2.873208021e-05 -2.758301680e-05 -3.035138780e-05 -3.119358046e-05 -3.093400968e-05 -3.055203205e-05 -2.774404724e-05 -3.126321362e-05 -3.240994396e-05 -2.959527520e-05 -3.188858563e-05 -3.530011614e-05 -3.348514147e-05 -3.723601373e-05 -3.781257008e-05 -3.795158271e-05 -3.588391814e-05 
