1.256400e-05 1.000000e+00
1.534570e-05 1.000000e+00
1.874320e-05 1.000000e+00
2.289300e-05 9.999950e-01
2.796160e-05 9.999950e-01
3.415240e-05 9.999900e-01
4.171380e-05 9.999800e-01
5.094940e-05 9.999700e-01
6.222970e-05 9.999550e-01
7.600750e-05 9.999300e-01
9.283580e-05 9.998899e-01
1.133900e-04 9.998349e-01
1.384950e-04 9.997549e-01
1.691580e-04 9.996298e-01
2.066100e-04 9.994497e-01
2.523540e-04 9.991846e-01
3.082260e-04 9.987944e-01
3.764680e-04 9.982191e-01
4.598190e-04 9.973936e-01
5.616240e-04 9.962180e-01
6.859690e-04 9.945571e-01
8.378450e-04 9.922659e-01
1.023350e-03 9.891543e-01
1.249920e-03 9.849870e-01
1.526650e-03 9.794741e-01
1.864660e-03 9.722653e-01
2.277500e-03 9.629454e-01
2.781740e-03 9.510491e-01
3.397630e-03 9.360561e-01
4.149870e-03 9.174012e-01
5.068670e-03 8.944941e-01
6.190880e-03 8.667344e-01
7.561560e-03 8.335168e-01
9.235710e-03 7.942259e-01
1.128050e-02 7.482666e-01
1.377810e-02 6.950934e-01
1.682860e-02 6.343512e-01
2.055440e-02 5.680411e-01
2.510530e-02 4.933685e-01
3.066360e-02 4.174778e-01
3.745260e-02 3.471930e-01
4.574480e-02 2.847079e-01
5.587280e-02 2.397866e-01
6.824320e-02 2.019831e-01
8.335240e-02 1.608087e-01
1.018070e-01 1.216275e-01
1.243470e-01 9.918657e-02
1.518780e-01 7.536394e-02
1.855040e-01 5.838845e-02
2.265750e-01 4.346269e-02
2.767400e-01 3.306993e-02
3.380110e-01 2.469699e-02
4.128470e-01 1.825858e-02
5.042530e-01 1.344533e-02
6.158950e-01 9.834812e-03
7.522560e-01 7.155743e-03
9.188090e-01 5.180746e-03
1.122240e+00 3.734189e-03
1.370700e+00 2.680656e-03
1.674180e+00 1.917236e-03
2.044840e+00 1.366599e-03
2.497580e+00 9.710947e-04
3.050550e+00 6.880947e-04
3.725950e+00 4.862962e-04
4.550890e+00 3.428532e-04
5.558460e+00 2.411848e-04
6.789130e+00 1.693157e-04
8.292260e+00 1.186359e-04
1.012820e+01 8.297848e-05
1.237060e+01 5.794221e-05
1.510950e+01 4.039721e-05
1.845480e+01 2.812391e-05
2.254070e+01 1.955251e-05
2.753130e+01 1.357555e-05
3.362680e+01 9.413789e-06
4.107180e+01 6.519755e-06
5.016520e+01 4.509795e-06
6.127200e+01 3.115481e-06
7.483770e+01 2.149284e-06
9.140700e+01 1.480445e-06
1.116450e+02 1.017884e-06
