7.342322652e-02 5.485753671e-04 -3.029243949e-04 -5.696998267e-04 -5.833698251e-04 -5.853512272e-04 -6.099276221e-04 -6.286261342e-04 -6.655008974e-04 -6.755987787e-04 -6.806721268e-04 -6.785636583e-04 -6.893453613e-04 -6.897016358e-04 -6.942957816e-04 
5.485753671e-04 7.861177938e-03 1.633403545e-03 5.735144462e-04 5.146977933e-04 5.045869281e-04 3.882628277e-04 3.051688756e-04 1.072903949e-04 4.940929680e-05 3.382438427e-05 3.775166925e-05 -5.065037101e-06 -7.247591199e-06 -3.198650786e-05 
-3.029243949e-04 1.633403545e-03 5.005163734e-03 1.375660494e-03 1.251445835e-03 1.224913264e-03 9.539157919e-04 8.147867441e-04 4.336657381e-04 3.214408533e-04 3.269989629e-04 3.090841010e-04 2.513040890e-04 2.481012884e-04 1.900575400e-04 
-5.696998267e-04 5.735144462e-04 1.375660494e-03 3.722625682e-03 2.810194297e-03 2.667273543e-03 1.897948004e-03 1.632209280e-03 9.178068640e-04 7.157601167e-04 6.832243292e-04 6.798406584e-04 5.556530402e-04 5.478008052e-04 4.553052161e-04 
-5.833698251e-04 5.146977933e-04 1.251445835e-03 2.810194297e-03 3.619685951e-03 3.347559712e-03 1.965537450e-03 1.769088789e-03 9.891972238e-04 7.673620308e-04 7.305747530e-04 7.251418374e-04 6.038086878e-04 5.932344845e-04 4.906606638e-04 
-5.853512272e-04 5.045869281e-04 1.224913264e-03 2.667273543e-03 3.347559712e-03 3.596485882e-03 1.963633847e-03 1.808404964e-03 1.008179739e-03 7.791832736e-04 7.439698492e-04 7.348363327e-04 6.192527515e-04 6.076238339e-04 5.005720218e-04 
-6.099276221e-04 3.882628277e-04 9.539157919e-04 1.897948004e-03 1.965537450e-03 1.963633847e-03 3.356538082e-03 2.151885636e-03 1.176170328e-03 9.285583200e-04 9.267946052e-04 9.098671127e-04 7.628520986e-04 7.571722948e-04 6.360006751e-04 
-6.286261342e-04 3.051688756e-04 8.147867441e-04 1.632209280e-03 1.769088789e-03 1.808404964e-03 2.151885636e-03 3.221126546e-03 1.308737473e-03 1.015820938e-03 1.007765508e-03 9.774709492e-04 8.254718302e-04 8.158297485e-04 6.784685142e-04 
-6.655008974e-04 1.072903949e-04 4.336657381e-04 9.178068640e-04 9.891972238e-04 1.008179739e-03 1.176170328e-03 1.308737473e-03 2.748530802e-03 1.646859937e-03 1.450728835e-03 1.555665156e-03 1.273455924e-03 1.252923460e-03 1.063680493e-03 
-6.755987787e-04 4.940929680e-05 3.214408533e-04 7.157601167e-04 7.673620308e-04 7.791832736e-04 9.285583200e-04 1.015820938e-03 1.646859937e-03 2.573462678e-03 1.541500158e-03 1.950061129e-03 1.440655023e-03 1.421976063e-03 1.281118544e-03 
-6.806721268e-04 3.382438427e-05 3.269989629e-04 6.832243292e-04 7.305747530e-04 7.439698492e-04 9.267946052e-04 1.007765508e-03 1.450728835e-03 1.541500158e-03 2.576181868e-03 1.704520077e-03 1.602284100e-03 1.618811668e-03 1.312823211e-03 
-6.785636583e-04 3.775166925e-05 3.090841010e-04 6.798406584e-04 7.251418374e-04 7.348363327e-04 9.098671127e-04 9.774709492e-04 1.555665156e-03 1.950061129e-03 1.704520077e-03 2.545932176e-03 1.510040250e-03 1.514796746e-03 1.328773280e-03 
-6.893453613e-04 -5.065037101e-06 2.513040890e-04 5.556530402e-04 6.038086878e-04 6.192527515e-04 7.628520986e-04 8.254718302e-04 1.273455924e-03 1.440655023e-03 1.602284100e-03 1.510040250e-03 2.425353396e-03 2.208458825e-03 1.580931502e-03 
-6.897016358e-04 -7.247591199e-06 2.481012884e-04 5.478008052e-04 5.932344845e-04 6.076238339e-04 7.571722948e-04 8.158297485e-04 1.252923460e-03 1.421976063e-03 1.618811668e-03 1.514796746e-03 2.208458825e-03 2.417316587e-03 1.620009269e-03 
-6.942957816e-04 -3.198650786e-05 1.900575400e-04 4.553052161e-04 4.906606638e-04 5.005720218e-04 6.360006751e-04 6.784685142e-04 1.063680493e-03 1.281118544e-03 1.312823211e-03 1.328773280e-03 1.580931502e-03 1.620009269e-03 2.315442523e-03 
