7.836902321e-02 5.786755518e-04 -3.175253504e-04 -5.986033940e-04 -6.130202414e-04 -6.151101061e-04 -6.410369909e-04 -6.607426918e-04 -6.996709825e-04 -7.103599902e-04 -7.157071597e-04 -7.134920442e-04 -7.248835045e-04 -7.252614071e-04 -7.301478193e-04 -7.417874530e-04 -7.420589244e-04 -7.392168329e-04 -7.388437594e-04 -7.364344598e-04 -7.182023853e-04 -7.182274216e-04 -7.064296703e-04 -6.960937544e-04 -6.872148469e-04 -6.842129405e-04 -6.824020957e-04 -6.761438581e-04 -6.479271780e-04 -6.213637343e-04 -6.190671395e-04 -6.140599720e-04 -6.041444000e-04 -5.996833224e-04 -5.935259457e-04 -5.793107442e-04 -5.768200849e-04 -5.736172372e-04 -5.703495257e-04 -5.650168059e-04 -5.637136398e-04 -5.261806392e-04 -5.082126688e-04 -5.079286961e-04 -5.053388102e-04 -5.007468823e-04 -4.763369286e-04 -4.610154516e-04 -4.601223422e-04 -4.572969084e-04 -4.564645003e-04 -4.548371914e-04 -4.547003699e-04 -4.544178040e-04 -4.533859032e-04 -4.528296091e-04 -4.505562406e-04 -4.412644989e-04 -4.413717491e-04 -4.392900102e-04 -4.393314319e-04 -4.374290614e-04 -4.387616183e-04 -4.364012628e-04 -4.364669980e-04 -4.281936210e-04 -4.282229550e-04 -4.234415843e-04 -4.227488237e-04 -4.206936414e-04 -4.157667150e-04 -4.116036516e-04 -4.124699960e-04 -4.092219791e-04 -4.079213970e-04 -4.071680824e-04 -4.066349476e-04 -4.060584739e-04 -4.032371523e-04 -4.031276984e-04 -4.009059550e-04 -3.994652454e-04 -3.982038515e-04 -3.965549047e-04 -3.951656514e-04 -3.953615340e-04 -3.941566896e-04 -3.931950591e-04 -3.915483132e-04 -3.909726396e-04 -3.908046155e-04 -3.896920335e-04 -3.906375932e-04 -3.894896788e-04 -3.900003540e-04 -3.888187829e-04 -3.878334776e-04 -3.845741199e-04 -3.826289645e-04 -3.823747094e-04 -3.812820115e-04 -3.784207216e-04 -3.772144101e-04 -3.772144101e-04 -3.759397054e-04 -3.742124950e-04 -3.736830461e-04 -3.734562180e-04 -3.728555392e-04 -3.542218066e-04 -3.495837377e-04 -3.474371786e-04 -3.432404341e-04 -3.416644183e-04 -3.411512516e-04 -3.398913606e-04 -3.349580075e-04 -3.333188781e-04 -3.314495529e-04 -3.316459106e-04 -3.325132287e-04 -3.324466020e-04 -3.276534861e-04 -3.255135144e-04 -3.261652286e-04 -3.169488298e-04 -3.107971295e-04 -3.049124974e-04 -3.004556586e-04 -2.982378719e-04 -2.927870179e-04 -2.911917902e-04 
5.786755518e-04 8.377586988e-03 1.716542423e-03 6.030862632e-04 5.413190918e-04 5.307076545e-04 4.085295405e-04 3.211609101e-04 1.131122393e-04 5.222333068e-05 3.582757440e-05 3.995992351e-05 -5.084255203e-06 -7.381895905e-06 -3.341416284e-05 -9.868888883e-05 -1.030459937e-04 -1.228181093e-04 -1.295228206e-04 -1.339727960e-04 -1.432628566e-04 -1.442584668e-04 -1.520123644e-04 -1.554893158e-04 -1.532638740e-04 -1.593984211e-04 -1.586744819e-04 -1.581073902e-04 -1.611356182e-04 -1.685542056e-04 -1.692876802e-04 -1.665433085e-04 -1.693208627e-04 -1.713192702e-04 -1.713958058e-04 -1.732007741e-04 -1.722152093e-04 -1.726741917e-04 -1.737040358e-04 -1.733325876e-04 -1.734643308e-04 -1.714461923e-04 -1.686962365e-04 -1.697937179e-04 -1.676058476e-04 -1.685918744e-04 -1.635524779e-04 -1.588101402e-04 -1.592231688e-04 -1.575467399e-04 -1.586314839e-04 -1.573892862e-04 -1.572903180e-04 -1.577897273e-04 -1.575543213e-04 -1.573956140e-04 -1.568468603e-04 -1.534873323e-04 -1.536362312e-04 -1.534472601e-04 -1.536035815e-04 -1.523457869e-04 -1.534568158e-04 -1.526316218e-04 -1.529421998e-04 -1.501445937e-04 -1.504277661e-04 -1.482326892e-04 -1.482182256e-04 -1.480072814e-04 -1.464583304e-04 -1.444925470e-04 -1.452231690e-04 -1.438432518e-04 -1.430188954e-04 -1.433844255e-04 -1.435789590e-04 -1.432164901e-04 -1.415442611e-04 -1.418833497e-04 -1.412881339e-04 -1.413695626e-04 -1.409720906e-04 -1.398604019e-04 -1.395045980e-04 -1.396119383e-04 -1.395147882e-04 -1.394316409e-04 -1.388539303e-04 -1.386517608e-04 -1.385027210e-04 -1.374502221e-04 -1.384441838e-04 -1.376751758e-04 -1.379602782e-04 -1.374846917e-04 -1.371422877e-04 -1.361188970e-04 -1.351169897e-04 -1.354553899e-04 -1.348030508e-04 -1.340900515e-04 -1.333925908e-04 -1.333925908e-04 -1.330398266e-04 -1.328345598e-04 -1.325385489e-04 -1.323862724e-04 -1.320982195e-04 -1.258835162e-04 -1.240746980e-04 -1.234738253e-04 -1.212758571e-04 -1.205889309e-04 -1.207414377e-04 -1.202883842e-04 -1.187780019e-04 -1.178655808e-04 -1.166613268e-04 -1.169237784e-04 -1.175422015e-04 -1.175881550e-04 -1.159660407e-04 -1.148058849e-04 -1.153405596e-04 -1.118385440e-04 -1.092443365e-04 -1.072871042e-04 -1.053604635e-04 -1.046062586e-04 -1.027567503e-04 -1.021007219e-04 
-3.175253504e-04 1.716542423e-03 5.327615180e-03 1.445425282e-03 1.314986844e-03 1.287128053e-03 1.002402756e-03 8.562414687e-04 4.560244683e-04 3.381259048e-04 3.440329928e-04 3.251587668e-04 2.644583734e-04 2.610942610e-04 2.000694826e-04 7.230876907e-05 5.921347639e-05 5.903814829e-06 1.509927508e-07 -1.435898614e-05 -5.621267383e-05 -5.684334737e-05 -6.815949178e-05 -7.323289810e-05 -8.551362564e-05 -8.372420971e-05 -8.880024020e-05 -9.235777131e-05 -1.021179952e-04 -1.094797721e-04 -1.091827871e-04 -1.094044846e-04 -1.122362515e-04 -1.134218694e-04 -1.144704120e-04 -1.161207709e-04 -1.174646230e-04 -1.174188901e-04 -1.176032416e-04 -1.166563809e-04 -1.168799111e-04 -1.232618265e-04 -1.261070381e-04 -1.257454233e-04 -1.259728391e-04 -1.257654453e-04 -1.264999527e-04 -1.274073116e-04 -1.249460000e-04 -1.269189739e-04 -1.249806673e-04 -1.264309393e-04 -1.263779260e-04 -1.263387337e-04 -1.263018580e-04 -1.250878071e-04 -1.245082582e-04 -1.252127362e-04 -1.251022670e-04 -1.241582024e-04 -1.236152143e-04 -1.251836156e-04 -1.236221769e-04 -1.227437950e-04 -1.233631701e-04 -1.235198205e-04 -1.225110978e-04 -1.227140874e-04 -1.227125083e-04 -1.222120653e-04 -1.199880452e-04 -1.212891825e-04 -1.205146018e-04 -1.208598791e-04 -1.201887163e-04 -1.197888774e-04 -1.178258826e-04 -1.190360815e-04 -1.196767395e-04 -1.195440759e-04 -1.186350961e-04 -1.183379265e-04 -1.174552006e-04 -1.171586967e-04 -1.167378536e-04 -1.174508941e-04 -1.170907692e-04 -1.169132032e-04 -1.156803073e-04 -1.159550596e-04 -1.155973031e-04 -1.167990178e-04 -1.161990195e-04 -1.163908644e-04 -1.156508392e-04 -1.158696028e-04 -1.150106612e-04 -1.153272974e-04 -1.153756385e-04 -1.144707484e-04 -1.137928593e-04 -1.136045039e-04 -1.131730164e-04 -1.131730164e-04 -1.130388949e-04 -1.110905891e-04 -1.117749971e-04 -1.118895082e-04 -1.120846015e-04 -1.066784400e-04 -1.055946569e-04 -1.044825818e-04 -1.045555017e-04 -1.046566763e-04 -1.044719419e-04 -1.033114366e-04 -1.011209678e-04 -1.017914652e-04 -1.015568730e-04 -1.016599651e-04 -1.014459112e-04 -1.000454247e-04 -1.002539807e-04 -9.973382321e-05 -9.839564477e-05 -9.572625063e-05 -9.487515894e-05 -9.196419662e-05 -9.207310195e-05 -9.165528428e-05 -8.905848267e-05 -8.767443469e-05 
-5.986033940e-04 6.030862632e-04 1.445425282e-03 3.961000281e-03 2.970172902e-03 2.816905401e-03 1.998127971e-03 1.715265297e-03 9.645181351e-04 7.523151132e-04 7.180628642e-04 7.145097247e-04 5.840511504e-04 5.758056374e-04 4.786610912e-04 2.532693238e-04 2.351911840e-04 1.517035056e-04 1.326608081e-04 1.111869529e-04 4.900934633e-05 4.702547647e-05 1.693589450e-05 -1.754158759e-06 -7.306616760e-06 -1.870619981e-05 -2.093392552e-05 -2.450788453e-05 -4.362351889e-05 -6.427480943e-05 -6.574188939e-05 -6.342940578e-05 -6.964902004e-05 -7.285345503e-05 -7.396200470e-05 -7.906007739e-05 -7.829029670e-05 -7.879963211e-05 -8.126929733e-05 -7.984889307e-05 -8.054763368e-05 -8.883151086e-05 -9.159717263e-05 -9.281450134e-05 -9.137340267e-05 -9.344800873e-05 -9.765469688e-05 -9.878791219e-05 -9.863350929e-05 -9.861555137e-05 -9.926583496e-05 -9.870927268e-05 -9.903965920e-05 -9.997489032e-05 -1.002519994e-04 -9.981955863e-05 -9.986574193e-05 -9.997279275e-05 -1.001082259e-04 -1.004625683e-04 -1.008306680e-04 -1.006609852e-04 -1.009040160e-04 -1.002093372e-04 -1.009629298e-04 -1.017525176e-04 -1.014151671e-04 -1.012138211e-04 -1.013818274e-04 -1.019269101e-04 -1.015891879e-04 -1.010879741e-04 -1.015456213e-04 -1.012037549e-04 -1.005889666e-04 -1.012398947e-04 -1.010236195e-04 -1.013113589e-04 -1.006404434e-04 -1.010934517e-04 -1.004479898e-04 -1.008976122e-04 -1.010627042e-04 -1.007262517e-04 -1.005608805e-04 -1.008519486e-04 -1.008142254e-04 -1.006928224e-04 -1.003281283e-04 -1.002855044e-04 -1.002694689e-04 -9.958193813e-05 -1.005189583e-04 -1.003315819e-04 -1.003897634e-04 -1.002521095e-04 -9.989518830e-05 -9.967821121e-05 -9.907682699e-05 -9.947798968e-05 -9.926355412e-05 -9.909942321e-05 -9.868943472e-05 -9.868943472e-05 -9.853576090e-05 -9.816641565e-05 -9.838859425e-05 -9.826045501e-05 -9.801999110e-05 -9.499016997e-05 -9.426379395e-05 -9.381081217e-05 -9.281304507e-05 -9.205748432e-05 -9.255935779e-05 -9.222292068e-05 -9.090070169e-05 -9.050874686e-05 -8.983644973e-05 -9.045969948e-05 -9.065464956e-05 -9.036986903e-05 -8.976642389e-05 -8.894381659e-05 -8.907962774e-05 -8.700249142e-05 -8.557928191e-05 -8.400315528e-05 -8.311051278e-05 -8.260177138e-05 -8.106438226e-05 -8.045888925e-05 
-6.130202414e-04 5.413190918e-04 1.314986844e-03 2.970172902e-03 3.851315958e-03 3.555336080e-03 2.070111182e-03 1.860010020e-03 1.039618246e-03 8.064988096e-04 7.677374702e-04 7.620103043e-04 6.346730553e-04 6.235443365e-04 5.157713229e-04 2.774863396e-04 2.585844392e-04 1.692092425e-04 1.512440240e-04 1.282255031e-04 6.195839615e-05 6.066370733e-05 3.098134739e-05 7.066873346e-06 2.260393705e-06 -8.320869649e-06 -1.125559930e-05 -1.535836049e-05 -3.597943254e-05 -5.868281132e-05 -6.027511161e-05 -5.970469848e-05 -6.569629793e-05 -6.792176915e-05 -6.910090221e-05 -7.518598430e-05 -7.402927533e-05 -7.394156831e-05 -7.742147381e-05 -7.452650445e-05 -7.528198696e-05 -8.603502025e-05 -8.874931832e-05 -8.936689097e-05 -8.873918502e-05 -8.952930646e-05 -9.436692929e-05 -9.579056818e-05 -9.493835884e-05 -9.567488462e-05 -9.575163405e-05 -9.518519447e-05 -9.555500685e-05 -9.674710831e-05 -9.718553552e-05 -9.638806345e-05 -9.645654467e-05 -9.670650357e-05 -9.682300957e-05 -9.713296946e-05 -9.764318181e-05 -9.774515040e-05 -9.774793101e-05 -9.679628481e-05 -9.782261092e-05 -9.938154614e-05 -9.848341530e-05 -9.927406361e-05 -9.845668599e-05 -9.956951795e-05 -9.937711727e-05 -9.908262764e-05 -9.967677015e-05 -9.926215123e-05 -9.898392192e-05 -9.951095441e-05 -9.909098632e-05 -9.954818076e-05 -9.883325420e-05 -9.915238526e-05 -9.791766195e-05 -9.858896548e-05 -9.925486495e-05 -9.914028764e-05 -9.901147217e-05 -9.907406534e-05 -9.900013405e-05 -9.872179230e-05 -9.876831051e-05 -9.880645766e-05 -9.910818756e-05 -9.749610419e-05 -9.884121267e-05 -9.851349947e-05 -9.859637821e-05 -9.839638673e-05 -9.846586619e-05 -9.822107705e-05 -9.732996455e-05 -9.757376936e-05 -9.756753602e-05 -9.739640778e-05 -9.744110249e-05 -9.744110249e-05 -9.729542529e-05 -9.673645971e-05 -9.679330617e-05 -9.650392060e-05 -9.630734133e-05 -9.337105854e-05 -9.333171468e-05 -9.237399859e-05 -9.202003200e-05 -9.072148736e-05 -9.151580676e-05 -9.100482322e-05 -8.954955808e-05 -8.917977555e-05 -8.844170302e-05 -8.948269258e-05 -8.936595426e-05 -8.881037017e-05 -8.900268256e-05 -8.753622296e-05 -8.774672409e-05 -8.574740000e-05 -8.454642110e-05 -8.325326618e-05 -8.238660305e-05 -8.198102868e-05 -7.985001342e-05 -7.985551812e-05 
-6.151101061e-04 5.307076545e-04 1.287128053e-03 2.816905401e-03 3.555336080e-03 3.826587450e-03 2.068187577e-03 1.901909704e-03 1.059642295e-03 8.189115584e-04 7.818253015e-04 7.721655788e-04 6.509447108e-04 6.386980528e-04 5.261895858e-04 2.850765591e-04 2.655947256e-04 1.737790067e-04 1.573214176e-04 1.334772237e-04 6.505917114e-05 6.427810422e-05 3.596549816e-05 9.779102418e-06 4.654527444e-06 -4.422362905e-06 -8.100723622e-06 -1.267614914e-05 -3.381536020e-05 -5.698121832e-05 -5.856980001e-05 -5.928595284e-05 -6.489845791e-05 -6.638149256e-05 -6.763551003e-05 -7.402875741e-05 -7.283951515e-05 -7.230026916e-05 -7.623486651e-05 -7.244479369e-05 -7.322100606e-05 -8.542748010e-05 -8.819976268e-05 -8.831851104e-05 -8.835234601e-05 -8.818719960e-05 -9.335803139e-05 -9.506427365e-05 -9.387398608e-05 -9.499501749e-05 -9.451572337e-05 -9.409704226e-05 -9.447590083e-05 -9.576477013e-05 -9.628652663e-05 -9.520995174e-05 -9.525505842e-05 -9.569389886e-05 -9.578726720e-05 -9.598765250e-05 -9.652742093e-05 -9.692640621e-05 -9.664947309e-05 -9.553627682e-05 -9.672647384e-05 -9.876168847e-05 -9.747434798e-05 -9.891561231e-05 -9.779673925e-05 -9.889586218e-05 -9.867820200e-05 -9.865972907e-05 -9.925352359e-05 -9.883890657e-05 -9.877696615e-05 -9.917060072e-05 -9.852547432e-05 -9.913121078e-05 -9.847787905e-05 -9.866977661e-05 -9.708998188e-05 -9.865047518e-05 -9.872807080e-05 -9.877475279e-05 -9.867618228e-05 -9.860365268e-05 -9.847986292e-05 -9.810688661e-05 -9.834057279e-05 -9.845329824e-05 -9.832695135e-05 -9.687613093e-05 -9.836547038e-05 -9.801212172e-05 -9.804578121e-05 -9.789035806e-05 -9.812488560e-05 -9.786878629e-05 -9.689433969e-05 -9.695157041e-05 -9.701140488e-05 -9.687367733e-05 -9.720829883e-05 -9.720829883e-05 -9.707829071e-05 -9.646623694e-05 -9.619180064e-05 -9.590314963e-05 -9.574801999e-05 -9.278344729e-05 -9.299427517e-05 -9.179771227e-05 -9.191716187e-05 -9.037139551e-05 -9.129200989e-05 -9.057187467e-05 -8.893994739e-05 -8.867076088e-05 -8.810584149e-05 -8.929832071e-05 -8.895979470e-05 -8.823640571e-05 -8.872757054e-05 -8.714954662e-05 -8.722040638e-05 -8.532723456e-05 -8.414194515e-05 -8.281832502e-05 -8.226493098e-05 -8.179448125e-05 -7.939533590e-05 -7.959459440e-05 
-6.410369909e-04 4.085295405e-04 1.002402756e-03 1.998127971e-03 2.070111182e-03 2.068187577e-03 3.570953590e-03 2.269046791e-03 1.235685851e-03 9.758264051e-04 9.747272751e-04 9.565378723e-04 8.020844485e-04 7.961703109e-04 6.688967346e-04 3.866423588e-04 3.602237276e-04 2.460304261e-04 2.282036273e-04 1.973016995e-04 9.842841707e-05 9.537784065e-05 6.143111235e-05 5.791712751e-05 2.374048797e-05 2.447227037e-05 1.465733405e-05 5.207274777e-06 -2.392205497e-05 -4.140696463e-05 -4.152974884e-05 -4.020538340e-05 -4.835413072e-05 -5.354900027e-05 -5.651584071e-05 -5.882783666e-05 -6.315305493e-05 -6.455695216e-05 -6.216396641e-05 -6.407024238e-05 -6.433139016e-05 -7.113782925e-05 -7.731828337e-05 -7.764142801e-05 -7.694406708e-05 -7.939582259e-05 -8.309047395e-05 -8.785886505e-05 -8.558330930e-05 -8.841872334e-05 -8.620428626e-05 -8.906498604e-05 -8.908251604e-05 -8.847080304e-05 -8.829148944e-05 -8.749978245e-05 -8.715140056e-05 -9.095919308e-05 -9.081759497e-05 -9.015209305e-05 -8.908992490e-05 -9.141381499e-05 -8.917277846e-05 -8.912147225e-05 -8.935490906e-05 -9.078382990e-05 -9.049311774e-05 -9.017741648e-05 -9.254718350e-05 -9.154339373e-05 -8.958829623e-05 -9.261212936e-05 -9.087291993e-05 -9.248007067e-05 -9.105772142e-05 -9.109008874e-05 -8.905197786e-05 -9.078636597e-05 -9.278010578e-05 -9.298348354e-05 -9.354700314e-05 -9.311869951e-05 -9.116795318e-05 -9.084350162e-05 -9.052974291e-05 -9.217784274e-05 -9.215371687e-05 -9.250176228e-05 -9.012643719e-05 -9.053626060e-05 -9.020477740e-05 -9.376166053e-05 -9.155164084e-05 -9.268537520e-05 -9.139353863e-05 -9.227467987e-05 -9.044848814e-05 -9.200143068e-05 -9.321346961e-05 -9.245499972e-05 -9.203083786e-05 -9.202311539e-05 -9.064170983e-05 -9.064170983e-05 -9.067446749e-05 -8.898775604e-05 -9.071609105e-05 -9.129085218e-05 -9.188855244e-05 -8.889416154e-05 -8.709293528e-05 -8.728401603e-05 -8.700845754e-05 -8.888431252e-05 -8.693984289e-05 -8.743898787e-05 -8.571583710e-05 -8.719395340e-05 -8.714430939e-05 -8.614388373e-05 -8.648660547e-05 -8.481902310e-05 -8.504105178e-05 -8.573879416e-05 -8.372216699e-05 -8.176324824e-05 -8.187435754e-05 -7.842801529e-05 -7.952877011e-05 -7.930114145e-05 -7.771839288e-05 -7.507139851e-05 
-6.607426918e-04 3.211609101e-04 8.562414687e-04 1.715265297e-03 1.860010020e-03 1.901909704e-03 2.269046791e-03 3.426685728e-03 1.374998813e-03 1.067140152e-03 1.059343488e-03 1.026927525e-03 8.675787518e-04 8.574608765e-04 7.130218664e-04 4.078813114e-04 3.808093441e-04 2.617974643e-04 2.423393074e-04 2.110760934e-04 1.179746261e-04 1.159638911e-04 7.969918977e-05 5.796487668e-05 4.004457435e-05 3.282872914e-05 2.606201818e-05 1.847482580e-05 -1.044700276e-05 -3.594065656e-05 -3.728881080e-05 -3.709285640e-05 -4.510736600e-05 -4.878050188e-05 -5.109219867e-05 -5.720332090e-05 -5.818298142e-05 -5.858047777e-05 -6.048354564e-05 -5.880067004e-05 -5.955158772e-05 -7.113348660e-05 -7.548594252e-05 -7.574620742e-05 -7.535875047e-05 -7.631242170e-05 -8.116777032e-05 -8.426980026e-05 -8.248105648e-05 -8.447682765e-05 -8.337822264e-05 -8.420682108e-05 -8.449449078e-05 -8.514899926e-05 -8.543821880e-05 -8.444872229e-05 -8.437553983e-05 -8.636658290e-05 -8.638268484e-05 -8.637147489e-05 -8.633271664e-05 -8.748725190e-05 -8.645662293e-05 -8.576842356e-05 -8.663609336e-05 -8.877721397e-05 -8.789988542e-05 -8.875294418e-05 -8.912569181e-05 -8.952858227e-05 -8.885877610e-05 -9.013867836e-05 -8.984250195e-05 -9.031748732e-05 -8.967613869e-05 -9.008086681e-05 -8.898751525e-05 -9.001158362e-05 -9.049498620e-05 -9.075458980e-05 -9.012388642e-05 -9.053662712e-05 -9.039690125e-05 -9.035520821e-05 -9.023653818e-05 -9.087908597e-05 -9.085235657e-05 -9.080317219e-05 -9.001688198e-05 -9.026723992e-05 -9.009098864e-05 -9.059359505e-05 -9.069100177e-05 -9.098302514e-05 -9.052756597e-05 -9.083764096e-05 -9.025923999e-05 -9.079443391e-05 -9.074822524e-05 -9.064729869e-05 -9.060484772e-05 -9.060747962e-05 -9.025356921e-05 -9.025356921e-05 -9.023794489e-05 -8.923909305e-05 -8.995161805e-05 -8.998561911e-05 -9.011797057e-05 -8.792715846e-05 -8.749588333e-05 -8.695119754e-05 -8.694060463e-05 -8.679103651e-05 -8.695413966e-05 -8.649513558e-05 -8.490359031e-05 -8.531640376e-05 -8.498925299e-05 -8.538815835e-05 -8.531364382e-05 -8.425611745e-05 -8.468668433e-05 -8.410722852e-05 -8.144323645e-05 -8.161449781e-05 -8.105792951e-05 -7.906363701e-05 -7.912003730e-05 -7.880149909e-05 -7.687936298e-05 -7.598823613e-05 
-6.996709825e-04 1.131122393e-04 4.560244683e-04 9.645181351e-04 1.039618246e-03 1.059642295e-03 1.235685851e-03 1.374998813e-03 2.923219845e-03 1.733997197e-03 1.527526781e-03 1.638156027e-03 1.339853105e-03 1.318286568e-03 1.118439751e-03 6.521127314e-04 6.146334292e-04 4.396713442e-04 4.100799184e-04 3.645471513e-04 2.243353888e-04 2.205107356e-04 1.692381207e-04 1.480118860e-04 1.134631388e-04 1.066206149e-04 9.570624300e-05 8.323669620e-05 3.887954579e-05 5.066898208e-06 3.660484235e-06 4.580892309e-06 -7.735089328e-06 -1.455377764e-05 -1.861809632e-05 -2.621675050e-05 -2.965652982e-05 -3.135537721e-05 -3.163991957e-05 -3.235223112e-05 -3.337455765e-05 -4.814270398e-05 -5.548369292e-05 -5.602027120e-05 -5.516940910e-05 -5.760123068e-05 -6.278172703e-05 -6.761117744e-05 -6.503703666e-05 -6.788677092e-05 -6.597927978e-05 -6.816366119e-05 -6.835971726e-05 -6.842008212e-05 -6.848750796e-05 -6.743503776e-05 -6.721271184e-05 -7.077072849e-05 -7.071108706e-05 -7.041573198e-05 -6.983028351e-05 -7.181438710e-05 -6.995598237e-05 -6.957611371e-05 -7.023942264e-05 -7.264324386e-05 -7.204453836e-05 -7.245678679e-05 -7.421435878e-05 -7.402995876e-05 -7.296508085e-05 -7.553416380e-05 -7.441882642e-05 -7.582635084e-05 -7.459478198e-05 -7.506863343e-05 -7.357350269e-05 -7.502633711e-05 -7.657080593e-05 -7.694840579e-05 -7.712317033e-05 -7.732722109e-05 -7.637374429e-05 -7.633088684e-05 -7.621447344e-05 -7.749799754e-05 -7.747629052e-05 -7.786202570e-05 -7.625855138e-05 -7.663001736e-05 -7.642529582e-05 -7.861731442e-05 -7.752925543e-05 -7.844750195e-05 -7.756795103e-05 -7.839206197e-05 -7.708374526e-05 -7.845025433e-05 -7.919709272e-05 -7.903875930e-05 -7.910884867e-05 -7.926079283e-05 -7.834121056e-05 -7.834121056e-05 -7.843171141e-05 -7.745935311e-05 -7.889063606e-05 -7.924481122e-05 -7.965224356e-05 -7.911383657e-05 -7.830248132e-05 -7.848322343e-05 -7.850329440e-05 -7.955034744e-05 -7.920634988e-05 -7.909117958e-05 -7.775338109e-05 -7.877928163e-05 -7.867676016e-05 -7.838329662e-05 -7.858833666e-05 -7.725679714e-05 -7.780551914e-05 -7.809243189e-05 -7.668713221e-05 -7.554847041e-05 -7.538866272e-05 -7.305927674e-05 -7.401864071e-05 -7.380559916e-05 -7.241878105e-05 -7.043349340e-05 
-7.103599902e-04 5.222333068e-05 3.381259048e-04 7.523151132e-04 8.064988096e-04 8.189115584e-04 9.758264051e-04 1.067140152e-03 1.733997197e-03 2.736741199e-03 1.624045066e-03 2.060373484e-03 1.517265944e-03 1.497501839e-03 1.348166291e-03 7.798359947e-04 7.398689405e-04 5.308844081e-04 5.007223635e-04 4.473581833e-04 2.798615263e-04 2.780985494e-04 2.254503736e-04 1.908692964e-04 1.525547502e-04 1.495976499e-04 1.353887587e-04 1.199450155e-04 6.791205094e-05 2.677102210e-05 2.501516959e-05 2.103171742e-05 8.436279831e-06 3.622031699e-06 -1.151578703e-06 -1.156220673e-05 -1.488132465e-05 -1.517117220e-05 -1.768600574e-05 -1.513618158e-05 -1.644066290e-05 -3.944681019e-05 -4.807653815e-05 -4.692308278e-05 -4.842756076e-05 -4.764495832e-05 -5.477675436e-05 -6.056892543e-05 -5.596647927e-05 -6.116825950e-05 -5.728444851e-05 -5.991844519e-05 -6.017284406e-05 -6.067444239e-05 -6.105564917e-05 -5.897209180e-05 -5.867499954e-05 -6.285242692e-05 -6.271168229e-05 -6.209435229e-05 -6.163594026e-05 -6.460681263e-05 -6.183603706e-05 -6.085381137e-05 -6.212088398e-05 -6.616278194e-05 -6.425243649e-05 -6.674267418e-05 -6.695324694e-05 -6.739453043e-05 -6.627456186e-05 -6.965736699e-05 -6.856651524e-05 -6.991890223e-05 -6.935442959e-05 -6.948681553e-05 -6.731703613e-05 -6.926003486e-05 -7.097243538e-05 -7.101058368e-05 -7.012211754e-05 -7.063717552e-05 -7.046359920e-05 -7.086934533e-05 -7.083087408e-05 -7.178512508e-05 -7.178872934e-05 -7.173564581e-05 -7.076250320e-05 -7.134364190e-05 -7.097887212e-05 -7.245950466e-05 -7.193277873e-05 -7.273027384e-05 -7.174850895e-05 -7.263899866e-05 -7.192406066e-05 -7.345024504e-05 -7.375999926e-05 -7.319650322e-05 -7.357277478e-05 -7.381749120e-05 -7.372650065e-05 -7.372650065e-05 -7.389635873e-05 -7.236063573e-05 -7.359222875e-05 -7.372875770e-05 -7.416275101e-05 -7.427200704e-05 -7.462811450e-05 -7.417845943e-05 -7.547523591e-05 -7.572558295e-05 -7.591165467e-05 -7.527300251e-05 -7.366007594e-05 -7.490718220e-05 -7.508831033e-05 -7.556068553e-05 -7.494509146e-05 -7.324383433e-05 -7.504863814e-05 -7.470398340e-05 -7.313417562e-05 -7.268602559e-05 -7.295766691e-05 -7.054673208e-05 -7.216536541e-05 -7.187412862e-05 -6.977006920e-05 -6.842959802e-05 
